stock,invested_amount,days,percentage_change,risk
15,7570.33,129,0.08346,4
9,663.37,43,0.14064,4
4,5580.59,138,0.22977,5
16,8440.37,102,-0.06394,3
15,5463.15,97,0.20447,5
18,6695.2,49,0.09727,4
15,3560.46,104,0.18216,5
15,6968.85,145,0.23678,5
8,8585.79,54,0.05046,3
6,1937.09,88,-0.02601,2
1,9004.08,111,0.2367,5
13,6201.58,116,-0.08155,4
3,3978.98,167,0.31309,5
3,6652.53,174,0.06946,3
15,7432.27,83,-0.00194,1
13,7359.03,161,1.2852,5
11,3177.59,50,0.12102,4
9,2028.22,50,0.11768,4
14,5539.08,108,0.15716,5
12,8514.66,66,-0.07934,4
8,4480.81,147,0.09295,4
5,2720.45,25,0.31557,5
19,4891.25,68,0.03274,3
6,6631.1,43,0.03993,3
17,5306.27,178,0.01039,2
12,9400.78,31,-0.04782,3
8,5985.01,8,0.0023,1
10,5712.52,39,-0.20947,5
17,2598.36,22,-0.03621,3
2,7061.05,129,0.10805,4
16,2443.78,50,0.10583,4
15,6816.45,156,0.08653,4
12,1626.18,19,0.08723,4
9,7899.46,31,0.15961,5
19,6379.7,81,0.15847,5
6,7248.64,72,0.24524,5
11,1037.68,54,-0.16357,5
10,3800.1,119,0.28148,5
5,4556.91,160,-0.37009,5
15,9522.46,63,0.01028,2
3,630.96,144,0.26253,5
13,6501.07,133,0.4547,5
9,7865.22,94,0.50506,5
10,7665.26,124,0.91554,5
15,9676.77,156,0.10663,4
16,3814.39,125,0.06227,3
4,9779.87,106,-0.1039,4
4,7156.8,83,0.10262,4
15,4593.39,86,0.174,5
9,3871.25,78,0.04775,3
13,6559.04,31,0.00192,1
18,8591.63,96,0.07744,4
17,8416.16,152,0.1306,4
9,3481.09,179,0.02971,2
14,580.45,133,-0.20706,5
7,9576.49,68,0.23538,5
13,1750.62,155,-0.03814,3
7,2670.57,166,0.99524,5
20,3548.95,63,0.35453,5
17,2740.76,14,0.10528,4
15,5598.15,11,0.02346,2
14,8822.49,83,0.15705,5
15,5290.19,112,0.06398,3
1,8818.31,158,0.18836,5
13,2444.74,76,0.06388,3
4,3680.42,121,0.68877,5
8,3472.52,108,0.20309,5
6,9138.6,170,0.7444,5
20,9404.64,159,0.17545,5
13,6568.05,160,0.22314,5
7,3973.63,68,0.21691,5
17,6416.84,145,0.16516,5
9,635.59,148,0.29786,5
2,5946.62,171,0.043,3
13,7954.81,96,-0.1447,4
7,6597.5,158,-0.55527,5
17,4293.59,97,0.07884,4
15,9017.16,5,-0.01137,2
18,7754.64,144,0.31314,5
15,3315.23,140,-0.0257,2
10,5720.78,80,-0.57819,5
16,4180.46,147,0.34087,5
8,684.86,122,-0.02447,2
14,3555.53,38,-0.10953,4
16,5091.76,121,0.19032,5
5,3238.0,35,-0.01122,2
18,1408.39,117,0.14601,4
10,4734.65,119,-0.38023,5
20,5509.9,112,0.22807,5
6,7686.48,64,0.36429,5
11,7463.4,149,-0.01373,2
3,7109.19,126,-0.27712,5
5,9163.21,160,1.33223,5
8,611.56,144,0.12189,4
5,2018.27,29,0.07548,4
2,7553.96,11,0.00975,1
7,4678.16,122,-0.13286,4
6,9526.73,172,-1.00096,5
4,1907.12,151,0.38365,5
12,5596.98,26,0.02882,2
2,3212.44,37,-0.00346,1
10,3814.73,83,-0.23702,5
19,7102.61,37,0.07507,4
6,5331.15,32,-0.13321,4
18,4999.83,72,0.0171,2
11,1558.75,45,0.13316,4
14,7530.55,120,0.17622,5
18,7931.94,55,0.07367,4
9,7489.94,48,0.37153,5
12,9608.45,78,0.10415,4
9,5009.88,64,0.32086,5
13,6884.01,64,0.39429,5
1,7279.98,16,0.14571,4
7,7822.17,159,0.40332,5
19,3671.21,20,0.0166,2
11,8627.94,117,-0.06717,3
15,8304.35,160,0.10484,4
8,6554.38,86,-0.28728,5
19,7613.78,9,0.05158,3
18,3819.85,80,0.24996,5
9,7935.64,142,-0.07102,4
11,6954.02,66,0.09786,4
17,6843.85,129,0.08139,4
20,527.39,69,0.16881,5
17,2430.85,56,0.09603,4
6,4580.41,170,-0.04098,3
15,1254.87,76,0.11725,4
6,4755.22,170,0.74916,5
9,4682.63,34,0.05041,3
13,3001.08,164,-0.11201,4
13,2378.0,14,0.04839,3
7,4500.99,109,0.14004,4
14,1245.09,62,0.00745,1
17,5372.28,136,0.3318,5
4,7436.54,138,-0.0424,3
14,7950.36,12,-0.07284,4
9,2506.3,37,0.32213,5
9,3426.54,139,-0.23845,5
19,2981.36,42,0.103,4
7,936.05,140,-0.021,2
2,1963.73,163,0.03001,3
15,7106.49,54,0.03956,3
12,586.51,12,-0.02625,2
19,4002.08,112,-0.34968,5
8,1581.35,47,-0.00432,1
6,800.46,175,0.11476,4
3,1452.19,6,0.05157,3
5,2332.17,72,0.44818,5
9,1665.28,9,-0.13799,4
20,640.56,106,0.13149,4
16,3699.43,47,0.0162,2
20,6515.06,49,-0.01546,2
9,1305.89,26,0.08806,4
17,8729.44,146,0.01162,2
16,8055.46,136,0.29119,5
2,7887.99,7,-0.07871,4
2,9249.67,101,0.3923,5
4,3663.8,115,0.02228,2
8,2893.88,29,0.0524,3
3,6654.89,20,-0.19902,5
14,9067.99,111,0.28379,5
7,5400.53,22,-0.45794,5
3,7100.97,155,0.71832,5
15,9262.99,65,0.2044,5
1,7000.46,108,0.59304,5
16,4979.13,95,0.10643,4
10,1049.44,156,-1.47314,5
5,7888.75,97,0.60085,5
20,5885.26,174,0.67918,5
3,9810.67,92,-0.03647,3
19,2565.74,157,0.23002,5
8,9067.53,13,-0.03778,3
10,6338.7,24,0.09724,4
10,2849.88,178,0.05046,3
16,7268.28,113,0.03716,3
1,5443.09,121,0.43866,5
14,7126.87,112,0.10821,4
12,9949.75,96,0.14903,4
2,6216.96,95,-0.22963,5
13,5539.06,58,0.06069,3
17,573.96,76,0.06622,3
20,1954.4,126,0.15028,5
19,2500.53,42,-0.0511,3
16,6095.25,33,0.10031,4
17,8556.56,26,0.07996,4
8,3025.6,169,0.10923,4
6,526.75,30,0.45489,5
19,5936.73,80,-0.04791,3
1,8710.8,162,0.55191,5
14,7442.43,79,0.03523,3
7,3487.3,131,-0.79841,5
15,8710.64,103,0.15312,5
4,6234.85,73,-0.35275,5
5,8711.12,111,0.39225,5
14,5252.77,155,0.35304,5
20,1122.72,134,-0.16934,5
8,6268.56,104,0.35619,5
3,7972.22,121,0.13899,4
13,2174.79,35,-0.016,2
11,3543.76,94,-0.4478,5
17,3643.36,144,-0.02239,2
10,9305.79,111,-0.70783,5
4,8247.08,28,0.07379,4
13,5250.57,72,-0.19173,5
14,8415.89,60,0.02128,2
13,6995.68,133,0.72797,5
11,2692.62,101,0.67424,5
16,7248.93,30,0.02047,2
13,2441.3,139,0.74674,5
13,6877.72,15,-0.12551,4
3,6100.8,67,-0.13606,4
5,6686.77,34,0.4177,5
2,5424.62,112,-0.08798,4
9,3734.7,126,0.29508,5
12,4788.76,6,0.0048,1
9,776.96,145,0.4436,5
3,4720.29,142,0.68336,5
18,9203.68,91,0.08183,4
17,2383.56,106,-0.02369,2
14,9961.58,54,0.09283,4
12,9771.13,109,0.44827,5
7,1955.94,96,1.00711,5
20,7617.6,35,0.09215,4
2,9980.03,59,0.2214,5
20,7457.79,65,0.46699,5
3,5529.06,24,0.04313,3
11,6701.15,10,-0.03319,3
3,7532.24,123,0.42313,5
3,743.45,166,0.26547,5
8,4995.28,130,0.12152,4
16,5399.78,172,0.19236,5
18,3348.82,125,0.12431,4
2,5173.81,158,0.1417,4
16,3482.02,131,0.17216,5
4,2367.59,12,0.18077,5
12,5928.57,151,0.15456,5
19,1949.24,64,-0.11495,4
19,7423.42,89,-0.05213,3
4,5609.44,81,0.07732,4
14,4451.4,68,-0.15347,5
3,7613.54,114,-0.07975,4
17,9889.7,5,0.05877,3
11,8854.7,175,0.00802,1
17,5395.14,130,-0.04063,3
9,5273.24,16,0.02873,2
10,2019.57,35,-0.04093,3
16,4405.96,142,0.09799,4
17,3363.13,147,0.31822,5
19,573.93,52,0.24769,5
20,8053.87,123,-0.03775,3
18,1747.95,17,0.0018,1
11,9007.24,127,-0.3624,5
7,4075.85,100,0.71494,5
7,1217.0,73,0.57563,5
5,4743.52,10,0.35048,5
3,7155.64,34,-0.08837,4
1,8743.95,108,0.54714,5
2,8418.46,116,0.35588,5
18,2247.61,142,0.08247,4
4,2712.51,38,-0.07957,4
13,6389.48,107,0.00246,1
20,2339.65,90,0.00962,1
13,4808.34,136,0.02783,2
16,3075.7,180,0.33204,5
13,2765.15,136,-0.25167,5
8,8236.25,115,-0.21656,5
6,8073.91,169,-0.74354,5
19,7722.04,165,0.19474,5
15,1669.34,42,0.10898,4
11,5470.71,123,-0.22052,5
4,1010.12,127,0.72927,5
15,944.48,172,0.24898,5
9,6749.84,50,0.18142,5
12,1876.75,40,-0.13676,4
18,4783.39,156,0.13054,4
2,1088.35,101,-0.03522,3
20,8709.06,161,0.21221,5
7,3940.19,54,-0.29226,5
1,5905.76,102,-0.02622,2
18,3209.81,117,0.12852,4
17,592.54,24,-0.09624,4
15,6408.9,88,0.25863,5
4,2215.32,71,0.43145,5
12,1505.18,153,0.82959,5
10,6614.46,169,1.10923,5
1,2726.16,110,0.64115,5
11,9475.99,113,0.02513,2
17,1597.15,82,-0.03507,3
6,1447.39,61,-0.2085,5
9,8305.39,146,0.21503,5
17,1774.31,131,0.0731,4
9,1659.87,126,0.29338,5
7,1804.42,84,0.26647,5
20,1932.33,130,0.04128,3
7,8972.08,127,-0.12141,4
11,1149.19,86,0.31172,5
9,6282.16,29,0.01776,2
13,3103.19,41,-0.18981,5
16,9741.8,12,-0.02724,2
3,8098.8,53,0.14886,4
5,6323.64,105,0.35573,5
8,9139.96,6,-0.03938,3
16,4130.61,89,-0.16602,5
14,5024.22,163,0.06764,3
9,7104.69,124,0.09793,4
13,9161.49,45,0.32786,5
7,1163.07,39,0.80244,5
16,9153.7,16,0.03001,3
6,1406.79,153,0.02636,2
5,3306.13,128,0.91264,5
16,9947.21,155,0.21843,5
15,3479.97,150,0.19722,5
10,7910.75,107,1.30362,5
15,7548.56,172,0.16398,5
18,6362.66,150,0.23339,5
9,782.24,100,0.19808,5
8,821.57,155,0.29271,5
5,7096.33,79,0.13268,4
1,8624.87,20,0.19085,5
16,2800.63,166,0.15865,5
3,3742.83,56,0.00162,1
5,4364.2,80,-0.72171,5
11,4960.84,161,0.09172,4
6,3380.08,83,-0.38166,5
8,4293.75,123,-0.00899,1
1,2099.69,168,0.03889,3
20,5869.16,8,0.08337,4
3,927.1,135,0.06057,3
19,9304.51,49,-0.05501,3
7,9861.87,122,0.37016,5
6,3533.2,138,0.38123,5
6,3347.14,81,0.32084,5
10,8988.42,39,0.05173,3
4,9893.0,60,-0.23235,5
20,7983.08,114,0.06372,3
9,6500.51,37,0.00037,1
9,7411.95,7,0.04083,3
9,2838.18,90,-0.08732,4
18,5463.35,146,-0.0153,2
7,5255.94,23,0.25536,5
16,2132.94,79,0.04675,3
2,9483.29,11,-0.01014,2
18,4381.26,70,0.05265,3
9,6475.91,106,0.11784,4
8,6813.71,43,0.0901,4
5,8843.86,141,1.42528,5
14,8143.14,151,0.05073,3
18,2503.33,31,0.17277,5
3,2797.6,30,0.08533,4
4,9772.23,87,0.22987,5
10,4080.13,59,0.53439,5
5,1209.86,176,0.1196,4
19,3113.38,11,0.07472,4
7,1668.95,86,-0.59021,5
14,8281.93,175,0.33358,5
20,1109.32,71,0.11246,4
20,5552.0,142,0.27746,5
12,8870.17,159,0.16605,5
17,5402.24,88,0.1386,4
19,7392.69,88,0.09756,4
4,8516.49,13,0.02812,2
17,9029.7,125,0.20847,5
13,7571.59,128,0.30752,5
14,2602.41,144,-0.13076,4
18,2474.71,136,-0.00132,1
19,6942.39,140,0.42387,5
9,2218.43,49,0.01287,2
7,5325.36,56,0.05057,3
20,3767.4,49,0.08864,4
16,2850.21,120,0.18891,5
8,762.94,13,-0.11892,4
1,8849.91,87,0.15253,5
2,1634.96,47,0.16066,5
20,926.98,176,-0.03537,3
12,7023.7,15,0.00443,1
1,1596.21,156,1.06112,5
16,4089.58,166,0.14777,4
9,8716.18,125,0.46238,5
7,1072.84,26,0.07358,4
2,5170.77,131,-0.07298,4
16,689.26,78,0.05253,3
2,3274.3,76,0.27521,5
9,8829.95,39,-0.12915,4
4,2241.0,130,0.41908,5
8,551.42,155,0.15522,5
17,4259.69,177,0.1378,4
8,7789.76,64,-0.03103,3
16,6940.49,121,0.17233,5
2,1038.17,114,0.33074,5
19,6698.44,167,0.15818,5
7,4477.47,42,-0.06438,3
20,7645.57,126,0.14496,4
19,1919.18,127,0.17477,5
6,8923.93,80,0.54821,5
1,1834.86,9,-0.10371,4
13,4982.8,155,-0.36512,5
9,7428.65,121,-0.08343,4
16,9622.58,119,0.18694,5
1,9197.41,155,-0.48992,5
7,6765.3,170,-1.1534,5
3,3710.15,179,0.53529,5
9,7906.76,133,-0.29627,5
10,4881.55,106,-0.26076,5
13,2039.61,93,0.24165,5
6,2371.18,130,0.30477,5
16,5014.67,98,0.19832,5
10,6028.24,125,-0.50202,5
4,1669.88,114,-0.17225,5
15,4591.42,14,0.04212,3
1,7561.22,158,0.76414,5
16,4099.31,135,-0.0364,3
7,9946.35,152,0.05031,3
4,8318.55,103,0.24059,5
6,8611.41,153,0.22488,5
20,4944.25,57,0.13894,4
8,5165.91,133,-0.11319,4
18,1584.87,93,0.32205,5
14,8321.15,164,0.22827,5
16,2747.08,124,0.06863,3
6,1891.36,67,0.39782,5
11,6598.63,82,0.04009,3
6,590.96,9,0.09356,4
19,928.27,30,-0.13528,4
12,3809.05,6,-0.00651,1
6,5077.61,92,-0.13052,4
10,7686.68,164,-0.00774,1
17,3642.26,9,-0.08112,4
5,6111.26,63,1.4063,5
15,6753.93,132,0.15086,5
12,1344.51,69,0.07999,4
2,5216.27,104,-0.09942,4
5,6777.14,92,-0.1791,5
5,8615.89,82,0.13518,4
2,2508.15,48,0.03879,3
14,1596.54,130,0.14316,4
16,6504.34,113,0.15536,5
15,4025.14,131,0.36078,5
9,6624.41,96,-0.31581,5
16,4900.01,124,0.07964,4
19,8145.5,46,0.42961,5
16,4070.85,6,-0.00109,1
6,2605.08,168,0.6363,5
12,7844.94,47,-0.02566,2
11,4528.77,14,0.05848,3
1,3132.77,98,0.86599,5
7,9066.47,144,0.52831,5
9,4217.48,178,0.27075,5
16,1687.25,106,0.21702,5
8,8789.0,83,0.06416,3
9,8819.05,74,-0.15008,5
5,1205.44,19,-0.42441,5
10,7448.89,111,0.29761,5
4,7079.31,160,0.22654,5
5,5425.63,172,-0.98865,5
17,9504.27,138,0.13937,4
2,5938.88,39,-0.07111,4
4,6535.35,126,-0.92952,5
12,9386.52,54,-0.19765,5
11,5013.18,103,0.03674,3
16,7955.56,176,0.14411,4
18,9923.23,31,0.0002,1
16,2036.22,172,0.01874,2
15,2613.15,143,0.1336,4
17,2196.89,166,0.09498,4
14,6500.19,11,0.00076,1
15,7123.33,147,0.04864,3
13,5274.08,44,-0.22456,5
17,9328.97,164,0.17477,5
19,6553.35,148,-0.09898,4
16,7065.43,114,0.22695,5
6,5529.95,61,0.19993,5
6,7455.71,121,-0.06301,3
3,7538.59,31,0.04236,3
6,6005.05,118,1.26065,5
20,2243.66,179,0.32548,5
2,5214.16,81,-0.14655,4
18,6403.88,79,0.09462,4
3,4488.28,113,0.14727,4
19,6286.53,153,-0.05649,3
12,6357.97,111,0.06626,3
16,2382.69,113,0.25678,5
19,2639.32,47,0.10146,4
16,4355.62,71,0.17738,5
3,3858.24,65,0.32787,5
2,541.92,58,0.03839,3
6,2120.37,140,0.931,5
20,1251.05,173,0.32477,5
19,1224.58,121,0.23776,5
3,9882.37,92,0.41454,5
16,5141.72,112,0.41094,5
11,1492.38,88,-0.00447,1
8,4665.89,100,0.23505,5
4,5099.15,67,0.78315,5
20,9268.73,83,-0.23951,5
11,6932.04,137,-0.31968,5
19,709.79,107,-0.0836,4
3,4930.14,91,0.13075,4
17,1402.75,81,0.1174,4
2,6890.58,177,0.08706,4
16,9932.75,102,0.08081,4
11,5421.57,139,0.35391,5
4,9919.46,39,0.21881,5
20,818.38,58,-0.0831,4
4,9092.3,18,-0.02792,2
4,1082.75,127,0.48756,5
14,7886.71,157,0.12438,4
3,8236.4,86,-0.03063,3
4,1297.12,122,-0.24185,5
8,5906.39,90,-0.03898,3
16,5476.12,29,0.07779,4
15,8912.6,123,-0.06565,3
20,9364.19,144,0.04693,3
6,2895.6,37,-0.05508,3
20,1028.47,39,0.07486,4
6,811.32,58,0.05714,3
1,7928.7,24,0.07555,4
18,8311.84,8,-0.0129,2
20,2599.15,65,0.26239,5
18,9442.57,28,0.05558,3
13,6670.9,17,-0.08934,4
8,8659.8,78,0.12519,4
14,9680.32,71,-0.02992,2
8,7490.15,44,0.19864,5
19,2243.36,120,0.39502,5
6,9845.36,113,-0.31155,5
15,1359.1,151,0.27169,5
10,8781.26,98,-0.59207,5
1,1862.44,130,0.01109,2
6,5891.98,104,-0.11849,4
13,8271.18,87,0.12232,4
3,4935.81,74,0.28991,5
2,1806.01,25,-0.0607,3
4,9574.24,99,-0.0814,4
19,8675.31,65,0.03716,3
16,2814.97,125,0.32517,5
6,979.97,72,-0.04964,3
20,7991.68,146,0.12274,4
11,4456.68,118,0.19098,5
3,5402.01,26,0.42328,5
8,2249.19,130,-0.16003,5
9,962.78,155,-0.2786,5
12,5505.98,69,0.20439,5
16,2842.07,175,0.37336,5
9,7030.81,31,0.3899,5
15,5902.72,144,0.23105,5
19,6693.84,38,0.08811,4
6,8288.9,148,-0.33728,5
13,4046.13,166,0.26631,5
1,7882.81,167,0.54404,5
17,6556.04,152,0.2142,5
1,9606.17,57,0.39292,5
16,1415.02,179,0.17597,5
17,7895.04,17,-0.01434,2
9,9043.67,66,0.45315,5
20,813.47,92,-0.30123,5
14,9266.65,54,0.00973,1
7,8647.8,44,-0.28126,5
11,7101.02,136,-0.10595,4
7,4368.43,48,0.15069,5
4,755.56,153,-0.17241,5
8,2577.05,35,-0.00257,1
8,5789.8,109,0.35822,5
11,4530.21,162,0.13441,4
11,7867.79,77,-0.20956,5
9,2999.32,11,-0.05569,3
16,4871.16,80,0.25356,5
1,3290.15,67,-0.71276,5
3,2415.49,115,0.50084,5
5,9341.15,103,-0.93988,5
5,7953.04,61,-0.86416,5
17,7899.27,121,0.31303,5
7,8736.75,95,-0.34786,5
11,8437.48,50,0.31002,5
14,5774.7,27,-0.06441,3
18,7041.96,114,-0.02497,2
19,1587.28,161,0.21084,5
19,8022.3,123,0.03172,3
13,6255.97,42,0.17539,5
4,7868.75,170,-0.1936,5
2,2688.46,126,0.42678,5
4,9219.77,118,0.4912,5
1,9631.04,105,0.00787,1
1,7675.84,72,-0.46894,5
6,5039.97,76,-0.24104,5
2,9135.22,93,0.25204,5
19,5601.86,167,0.11299,4
5,2669.2,26,-0.02259,2
19,2567.66,85,0.07905,4
15,4344.19,130,0.0898,4
5,1303.94,105,0.56773,5
13,7572.94,147,0.63882,5
12,2604.54,73,-0.23877,5
4,706.36,35,-0.13233,4
4,4781.37,101,-0.10536,4
5,3779.97,24,-0.0654,3
1,1628.09,52,-0.08719,4
2,9173.7,152,0.15565,5
5,694.41,157,-0.34937,5
7,2607.09,17,0.21009,5
8,685.28,175,0.23261,5
13,6560.71,103,0.45762,5
14,1677.87,152,0.23708,5
10,6225.37,179,1.41884,5
17,5390.29,8,0.00604,1
6,2281.65,110,0.03933,3
20,3435.32,85,-0.01667,2
7,3347.81,105,-0.54347,5
14,2990.41,10,-0.09885,4
7,5009.5,95,-0.55211,5
19,2824.44,155,0.20576,5
5,6406.81,151,-1.27333,5
20,4316.32,100,0.31546,5
20,8394.55,5,0.04585,3
19,4093.48,149,0.0296,2
14,4453.7,143,0.06508,3
20,3528.7,177,0.16504,5
14,3135.79,81,0.2345,5
18,3979.66,100,0.21066,5
19,1066.47,61,0.059,3
14,4814.88,81,-0.03948,3
16,5909.03,138,0.20335,5
13,5958.84,32,-0.07208,4
8,7045.43,153,0.40357,5
6,3810.96,161,0.23938,5
16,3475.17,27,0.04761,3
18,8005.14,85,-0.02312,2
11,5199.36,140,0.46679,5
9,9164.49,180,0.10464,4
14,2038.93,77,0.01939,2
3,1613.33,33,-0.06924,3
16,4607.34,26,0.05469,3
11,8734.0,116,0.06827,3
20,6461.15,124,0.33597,5
11,7015.01,91,0.23806,5
12,8132.17,38,0.20586,5
2,5213.18,95,0.08196,4
5,4294.74,177,-1.36818,5
13,5257.87,104,0.36935,5
13,7289.91,12,-0.13327,4
14,8519.13,71,-0.03415,3
20,4606.49,159,0.23013,5
3,2205.1,59,0.11475,4
18,7071.6,169,0.06498,3
8,8494.16,100,0.02729,2
12,7631.39,30,0.0951,4
15,4248.81,74,0.11023,4
12,2544.8,141,-0.2561,5
5,2886.01,120,-0.39561,5
2,6934.76,65,-0.10929,4
4,8035.98,96,0.11996,4
11,9181.33,22,0.12468,4
16,2682.59,24,0.00698,1
11,8482.48,163,-0.28406,5
16,4073.4,164,0.19803,5
10,5649.82,23,0.67247,5
12,7135.26,59,-0.05495,3
3,5983.95,143,-0.2311,5
19,8453.75,178,0.62519,5
19,9739.69,159,-0.10041,4
14,7151.67,45,0.13652,4
19,1818.81,117,0.2941,5
5,4788.48,163,1.90168,5
1,5992.98,18,0.05156,3
7,1613.11,81,0.45521,5
1,1176.73,73,0.33877,5
20,4877.13,154,0.11187,4
14,1297.96,52,0.06059,3
1,7973.28,179,0.19601,5
15,5003.85,46,0.05862,3
14,4556.19,138,0.04464,3
6,7645.78,97,0.07535,4
8,1159.83,54,0.10261,4
11,6222.78,78,0.26759,5
3,6928.68,12,0.16146,5
14,5503.47,154,0.34496,5
14,9481.16,151,0.39285,5
5,3100.52,175,-0.86871,5
9,8304.29,34,-0.05872,3
10,5647.87,78,0.77267,5
6,6623.59,141,0.34194,5
16,2315.83,6,0.01811,2
9,1179.17,134,-0.00197,1
1,5853.92,140,1.11282,5
1,6178.74,71,0.17148,5
3,735.66,5,0.04905,3
15,916.35,112,-0.0051,1
3,5102.05,115,0.11713,4
4,4436.42,127,0.1071,4
1,3989.42,177,0.07842,4
15,5147.87,89,0.08063,4
14,7460.14,62,-0.05511,3
16,9665.28,139,0.08698,4
6,3876.26,142,-0.02375,2
2,9995.93,86,0.0766,4
20,1368.07,13,0.07675,4
1,6711.92,101,0.30427,5
5,5573.2,12,0.15171,5
9,3067.29,143,0.04602,3
8,9366.96,100,-0.00357,1
18,5205.94,110,0.13246,4
3,9054.27,49,-0.03238,3
11,9832.54,137,0.07775,4
1,5795.34,178,0.36979,5
12,5157.69,12,0.02659,2
5,1714.8,120,1.06191,5
13,1888.57,144,-0.46619,5
10,751.85,98,0.19457,5
16,3668.3,22,0.04439,3
16,8738.05,116,0.23475,5
14,2996.03,16,0.0277,2
16,7522.52,124,0.06786,3
6,1673.16,55,0.62667,5
15,1790.84,39,0.10465,4
10,8174.86,11,0.11461,4
10,8774.25,110,-0.13531,4
14,6225.22,66,0.05002,3
20,2562.99,84,0.13609,4
5,9318.79,52,-0.02518,2
10,5434.78,167,-0.0506,3
11,6532.47,45,0.45858,5
16,2759.31,13,0.01514,2
12,7610.83,57,-0.14977,4
16,2858.96,57,0.052,3
3,5790.27,145,0.36925,5
16,4873.73,87,-0.06302,3
6,7122.92,33,-0.24091,5
11,2530.58,82,-0.09601,4
8,2390.62,134,0.02919,2
16,8747.89,55,0.05723,3
17,6399.15,131,-0.10428,4
10,6191.28,57,0.57181,5
12,6391.87,85,0.23302,5
12,3619.56,105,-0.05689,3
19,5934.9,13,0.03192,3
10,4841.0,13,0.43889,5
5,5134.54,166,-0.69545,5
3,7002.97,11,0.01469,2
7,8348.16,168,-0.51727,5
14,5134.06,112,0.30744,5
7,4848.72,100,-0.05289,3
1,1902.49,10,0.02622,2
14,6740.88,108,-0.07151,4
18,3761.96,40,0.05083,3
19,9113.26,77,0.36532,5
3,1427.05,140,-0.26598,5
18,3952.7,90,0.00961,1
17,7370.82,99,0.2569,5
14,8209.01,75,0.18201,5
18,4693.62,92,0.15607,5
20,1273.25,141,0.01561,2
7,9997.45,180,-0.01782,2
15,1745.66,55,0.1253,4
3,3432.39,137,0.04527,3
15,9074.91,68,0.20323,5
6,7277.01,44,-0.48882,5
14,4953.8,166,0.07412,4
2,5475.91,40,0.22339,5
5,1864.9,38,0.24595,5
20,2097.09,157,0.33428,5
2,8753.37,33,-0.11481,4
11,4079.65,66,-0.22747,5
10,8683.79,47,-0.14166,4
3,9053.7,138,0.44294,5
8,8264.63,97,0.09019,4
6,5705.67,117,-0.37671,5
4,7557.16,156,0.4061,5
5,8198.22,103,0.09791,4
10,1361.47,144,-0.04124,3
19,8135.64,68,0.24272,5
17,2110.08,135,0.08044,4
16,8040.74,117,-0.00125,1
19,2971.61,6,-0.10239,4
20,9147.06,41,0.21966,5
1,916.78,161,0.42689,5
7,5591.36,25,0.05261,3
14,6226.72,32,0.06034,3
14,4330.61,79,0.35305,5
2,6354.08,44,-0.02437,2
12,9907.56,104,-0.11355,4
12,1600.91,90,0.04501,3
2,3434.93,116,-0.10621,4
6,3987.8,16,-0.21496,5
17,9071.74,22,0.10875,4
14,5328.61,90,-0.03422,3
13,1593.97,152,0.45866,5
4,8800.41,49,-0.07526,4
10,9127.54,180,-0.44543,5
7,6703.61,14,0.07483,4
14,9897.09,56,0.12002,4
7,2105.32,147,0.13846,4
9,8343.21,110,0.59584,5
12,5143.61,122,0.20736,5
19,4085.71,45,0.11891,4
15,706.61,166,0.12969,4
10,3781.49,103,-0.30003,5
1,2185.47,136,-0.085,4
2,742.97,58,0.25114,5
16,6412.98,67,-0.10132,4
19,6569.34,64,-0.3136,5
19,9757.63,65,0.37136,5
18,5383.76,27,0.00049,1
4,8671.53,40,0.01301,2
17,8868.02,119,0.3923,5
12,4780.57,155,0.3925,5
19,7693.0,168,0.34093,5
10,1250.76,127,0.38839,5
3,2334.89,150,-0.08332,4
18,6232.98,66,0.1646,5
19,3539.43,108,-0.10179,4
20,2025.24,163,0.08013,4
10,9248.01,19,-0.05984,3
15,3717.65,77,-0.08823,4
19,3703.51,147,-0.03622,3
5,9837.26,171,-0.93179,5
19,2384.44,65,0.14235,4
8,5293.83,33,0.07274,4
4,2853.43,104,0.2897,5
19,6190.35,146,0.19888,5
19,7964.73,42,0.20661,5
19,5850.72,155,0.17184,5
18,8335.7,71,0.1577,5
11,1149.64,97,0.0269,2
12,506.27,59,0.04778,3
5,5217.22,135,0.37619,5
17,9325.05,43,-0.05255,3
20,7371.02,8,0.0446,3
1,2607.85,96,0.83135,5
19,3916.07,111,0.3143,5
19,4615.67,177,0.10169,4
9,8099.49,89,-0.05441,3
18,4426.76,101,0.05744,3
18,7100.9,34,0.01302,2
15,9708.34,11,-0.02004,2
11,5763.12,55,-0.15703,5
20,9027.74,64,0.09555,4
20,8755.81,49,0.07896,4
3,1731.48,92,-0.26915,5
6,9629.58,135,-0.47444,5
13,2960.31,23,-0.30657,5
13,3163.58,125,0.33616,5
20,2804.87,119,0.25056,5
9,6427.2,50,-0.11328,4
15,549.66,157,0.2754,5
12,9406.4,65,0.32807,5
1,5106.33,93,0.45079,5
4,5790.34,151,0.46951,5
14,9993.03,57,0.10591,4
19,4771.05,151,0.32454,5
1,2884.28,166,-0.96982,5
12,630.76,14,0.01945,2
5,1130.23,41,0.29288,5
17,7907.33,168,0.13995,4
15,6951.25,115,0.12352,4
18,4475.7,152,0.26715,5
12,4066.5,147,0.15357,5
19,5413.79,113,0.26135,5
4,9984.51,97,0.21379,5
19,5456.37,84,0.00989,1
12,4768.45,76,0.30389,5
11,546.0,23,-0.02903,2
